# 
# This file contains the parameter values of the Design Points successfully updated by Ansys Workbench.
# Project name: design
# Creation date: 02/16/2026 17:38:55
# 
# 02/16/2026 17:38:55
# The parameters defined in the project are:
# ,P1 - beam_height [mm],P4 - beam_width_1 [mm],P3 - beam_width_2 [mm],P5 - beam_length [mm]
# 
# The following header line defines the name of the columns by reference to the parameters.
Name,P1,P4,P3,P5
DP 0,20,0.9,0.899999999999998,17
# 
# A non parametric change occurred and invalidated design point results.
# 02/16/2026 18:05:51
# 
# 
# 02/16/2026 18:12:37
# Parameters have been added and/or removed. The parameters now defined in the project are:
# ,P1 - beam_height [mm],P4 - beam_width_1 [mm],P3 - beam_width_2 [mm],P5 - beam_length [mm],P6 - fillet_size [mm],P7 - Total Deformation Reported Frequency [Hz],P8 - Total Deformation 2 Reported Frequency [Hz],P9 - Total Deformation 3 Reported Frequency [Hz],P10 - Total Deformation 4 Reported Frequency [Hz],P11 - Directional Deformation Maximum [mm],P12 - Equivalent Stress Maximum [MPa]
# 
# The following header line defines the name of the columns by reference to the parameters.
Name,P1,P4,P3,P5,P6,P7,P8,P9,P10,P11,P12
DP 0,8.75,0.60000000000000009,0.60000000000000009,11.75,0.1,188.00548117448162,1138.6552288086209,1165.380706656895,1541.0319501265458,0.071371763944625854,2.6025011253178891
DP 0,8.75,0.60000000000000009,0.60000000000000009,13.5,0.1,157.064501808457,1025.2081169531309,1094.9172551416632,1284.3912291927847,0.10274028778076172,2.84983791419449
DP 0,8.75,0.60000000000000009,0.60000000000000009,15.25,0.1,137.26765671746159,924.83992298997737,1032.5095886240806,1059.1579655378021,0.13510723412036896,2.6252149386509971
DP 0,8.75,0.60000000000000009,0.60000000000000009,17,0.1,125.07681667552005,827.22687009128413,943.919721167595,955.62007415464257,0.16275429725646973,2.9253476216840988
DP 0,12.5,0.60000000000000009,0.60000000000000009,10,0.1,244.57040758398608,1418.1343093865644,1467.297305339122,1572.9687856686292,0.042189944535493851,2.1314244365572361
DP 0,12.5,0.60000000000000009,0.60000000000000009,11.75,0.1,208.56346181566573,1276.830393479295,1379.2085208610115,1523.4810049998252,0.057994987815618515,2.3363671739171923
DP 0,12.5,0.60000000000000009,0.60000000000000009,13.5,0.1,162.482229142922,1155.6298572277117,1300.7649582602753,1384.9138061178915,0.095661550760269165,2.4727438916537943
DP 0,12.5,0.60000000000000009,0.60000000000000009,15.25,0.1,149.71894667343088,1060.2442803288432,1229.4045954911135,1233.3959770335409,0.11318773031234741,2.4620233224713735
DP 0,12.5,0.60000000000000009,0.60000000000000009,17,0.1,129.90109173843067,962.39949199260207,1095.244183218721,1142.5190358430934,0.15016362071037292,2.462936766139574
DP 0,16.25,0.60000000000000009,0.60000000000000009,10,0.1,247.96615735594452,1462.5009118526527,1505.0535915760654,1605.5956948759529,0.041077323257923126,1.924144321048858
DP 0,16.25,0.60000000000000009,0.60000000000000009,11.75,0.1,206.70580081668646,1331.6618025835808,1468.9654507727239,1514.2953080715251,0.059017304331064224,2.0771600745208461
DP 0,16.25,0.60000000000000009,0.60000000000000009,13.5,0.1,169.53559945315268,1213.6996595824564,1345.8211075794711,1430.9641092657064,0.087953463196754456,2.3477760426156102
DP 0,16.25,0.60000000000000009,0.60000000000000009,15.25,0.1,146.2430124929179,1126.2904802859714,1269.5133810797172,1362.0450870936395,0.1181023120880127,2.2633532095344506
DP 0,16.25,0.60000000000000009,0.60000000000000009,17,0.1,129.75290080368487,1027.4533293637248,1094.7439825637873,1166.8153085024117,0.15053464472293854,2.2512713614408586
DP 0,20,0.60000000000000009,0.60000000000000009,10,0.1,319.2796330921546,1469.3535894626709,1471.3394427576225,1705.7525588318495,0.024996450170874596,2.3063517426514308
DP 0,20,0.60000000000000009,0.60000000000000009,11.75,0.1,237.56597826397933,1354.4165362109593,1426.1996793076003,1613.8256551037803,0.044761829078197479,2.0816176370305648
DP 0,20,0.60000000000000009,0.60000000000000009,13.5,0.1,212.31812957819881,1237.2105370785462,1358.4848409899053,1523.9018992861759,0.056239843368530273,1.992844625692358
DP 0,20,0.60000000000000009,0.60000000000000009,15.25,0.1,162.62901506313037,1158.2559641671012,1294.7275029735683,1454.5525377469667,0.095436021685600281,2.0846775600136778
DP 0,20,0.60000000000000009,0.60000000000000009,17,0.1,142.95768773072632,1071.5826434830453,1129.5841026460716,1357.451312554246,0.12367877364158632,2.1717435916019432
DP 0,5,0.70000000000000007,0.70000000000000007,10,0.1,249.17197659086435,920.28903541493708,1006.5428003852551,1690.8878004239448,0.040744729340076447,2.1745019452993937
DP 0,5,0.70000000000000007,0.70000000000000007,11.75,0.1,206.73500324805468,849.36734663266486,887.28081604061742,1547.9608963366509,0.059356637299060822,2.2397362751644825
DP 0,5,0.70000000000000007,0.70000000000000007,13.5,0.1,177.83559127239906,790.26354544442938,791.20876436935112,1237.7629484909878,0.080591194331645966,2.3046732078382255
DP 0,5,0.70000000000000007,0.70000000000000007,15.25,0.1,157.22114730272042,702.78755213667648,735.93106836103038,933.18441086003429,0.10406506806612015,2.2040240904711217
DP 0,5,0.70000000000000007,0.70000000000000007,17,0.1,142.50273886667711,615.36320401941748,677.60198322612644,802.33193029137681,0.12706942856311798,2.0820205883360412
DP 0,8.75,0.70000000000000007,0.70000000000000007,10,0.1,279.92574975335776,1309.7874009632271,1342.171969102764,1699.5012550719377,0.032352101057767868,1.8967115380389441
DP 0,8.75,0.70000000000000007,0.70000000000000007,11.75,0.1,230.41258057012959,1193.8022749700879,1226.4233604756546,1604.3463790665194,0.047768712043762207,1.8673640833379619
DP 0,8.75,0.70000000000000007,0.70000000000000007,13.5,0.1,194.30882115796413,1076.7192639071866,1153.2492659671211,1408.7363217841216,0.067467711865901947,2.1479960602255188
DP 0,8.75,0.70000000000000007,0.70000000000000007,15.25,0.1,169.21001063854811,973.93055088481765,1087.0006328697887,1158.7826848909006,0.089315690100193024,1.9618854376051076
DP 0,8.75,0.70000000000000007,0.70000000000000007,17,0.1,153.38365762692615,870.82970325007238,1005.3616089802697,1027.217199032709,0.1087777391076088,2.1673314760942892
DP 0,12.5,0.70000000000000007,0.70000000000000007,10,0.1,292.78020390573147,1492.8292094627932,1546.8095991787791,1639.9655048829882,0.029606057330965996,1.6748844282242976
DP 0,12.5,0.70000000000000007,0.70000000000000007,11.75,0.1,247.03417804906005,1342.4952115663468,1454.3517285413527,1582.4700695242541,0.041526641696691513,1.8036800206508312
DP 0,12.5,0.70000000000000007,0.70000000000000007,13.5,0.1,200.93032687714751,1214.6295013617712,1371.6665725634671,1433.9969156891107,0.062893174588680267,1.8899984484885013
DP 0,12.5,0.70000000000000007,0.70000000000000007,15.25,0.1,180.74899840154063,1115.040785932367,1272.5525690459256,1299.9255529710695,0.0780208483338356,2.0139711008048398
DP 0,12.5,0.70000000000000007,0.70000000000000007,17,0.1,158.92245979417581,1010.6222834050127,1110.8278089863679,1202.0270675712036,0.10085295885801315,1.8816501476892111
DP 0,16.25,0.70000000000000007,0.70000000000000007,10,0.1,303.11341370604634,1543.2156978974272,1567.8853049941758,1697.4537312889306,0.027669703587889671,1.5380658808497203
DP 0,16.25,0.70000000000000007,0.70000000000000007,11.75,0.1,249.12836474317049,1403.243807167798,1521.4364747139766,1600.3922210296084,0.040836889296770096,1.7462724498489632
DP 0,16.25,0.70000000000000007,0.70000000000000007,13.5,0.1,207.14929732006772,1277.7152407335734,1391.4918228988349,1511.6577251397327,0.059227682650089264,1.6837341516733
DP 0,16.25,0.70000000000000007,0.70000000000000007,15.25,0.1,180.19513141191638,1184.8424532136535,1292.3656210568506,1436.8417344666414,0.078240677714347839,1.7156844893435557
DP 0,16.25,0.70000000000000007,0.70000000000000007,17,0.1,159.97833910754352,1082.0955682854769,1114.1613363776964,1251.3703280206933,0.099473409354686737,1.8054552536736301
DP 0,20,0.70000000000000007,0.70000000000000007,10,0.1,369.27897551578894,1528.2672144823723,1552.2711313790658,1805.3441915130145,0.018810661509633064,1.4209373312620861
DP 0,20,0.70000000000000007,0.70000000000000007,11.75,0.1,273.43805758927516,1431.295972992767,1473.7683216644659,1709.4776109652014,0.03392878919839859,1.6095603392060469
DP 0,20,0.70000000000000007,0.70000000000000007,13.5,0.1,246.41085863270959,1304.4395119294234,1391.6037688375598,1611.1844460289653,0.041965138167142868,1.5043155302565092
DP 0,20,0.70000000000000007,0.70000000000000007,15.25,0.1,193.62607513510187,1219.2311685178192,1321.1501434974864,1535.5961897222908,0.067637264728546143,1.6787904477288447
DP 0,20,0.70000000000000007,0.70000000000000007,17,0.1,170.94224630068993,1126.3116935954531,1143.5427462552905,1429.0298802971283,0.086882732808589935,1.5244698472488025
DP 0,5,0.8,0.8,10,0.1,298.81091405344887,956.80971572816986,1043.6218481612309,1755.9892588722455,0.028502102941274643,1.7040876112115204
DP 0,5,0.8,0.8,11.75,0.1,248.02647147446706,884.80400596475954,921.28670495787435,1634.259869305547,0.041457228362560272,1.64289707767222
DP 0,5,0.8,0.8,13.5,0.1,213.40024998778563,821.99048677290091,823.98031652380348,1327.4025778591595,0.056300528347492218,1.7413727514428055
DP 0,5,0.8,0.8,15.25,0.1,188.70341288660239,732.95084346176486,768.01725242234443,1065.8396484649375,0.072507806122303009,1.698402497683436
DP 0,5,0.8,0.8,17,0.1,170.77297356190283,642.31417744040857,707.16590551928221,917.92825101379913,0.088772252202034,1.8271444014568041
DP 0,8.75,0.8,0.8,10,0.1,332.49866289494906,1366.0591679576985,1396.8259121456983,1767.9031202980893,0.023086100816726685,1.5150997057035787
DP 0,8.75,0.8,0.8,11.75,0.1,275.74882913010856,1242.4119412760904,1280.1935794226322,1664.9450335070756,0.033559639006853104,1.5141916295181514
DP 0,8.75,0.8,0.8,13.5,0.1,232.24535238594638,1121.0199022059835,1204.3585766459416,1475.2310308128478,0.047485236078500748,1.631343186662866
DP 0,8.75,0.8,0.8,15.25,0.1,203.29160285698609,1016.006045987033,1134.9541154085559,1254.5561358814293,0.062195423990488059,1.5430443847503243
DP 0,8.75,0.8,0.8,17,0.1,183.47844687278109,908.128196960317,1048.7848142068513,1110.4487941005725,0.076359167695045471,1.6913878521631367
DP 0,12.5,0.8,0.8,10,0.1,346.28828951545222,1556.2217095231401,1616.6206930475221,1701.2906307727751,0.021320968866348267,1.2845049327710174
DP 0,12.5,0.8,0.8,11.75,0.1,289.65183685763793,1400.311739327045,1520.4603795953051,1631.2070089055389,0.030378170311450958,1.4463128390662694
DP 0,12.5,0.8,0.8,13.5,0.1,239.76665004742929,1266.6714107676933,1433.9381695740979,1476.6386664079932,0.044434279203414917,1.4434938536177442
DP 0,12.5,0.8,0.8,15.25,0.1,214.01317737763026,1162.4890968877719,1300.237863742615,1357.8955645421995,0.055985681712627411,1.543812956969548
DP 0,12.5,0.8,0.8,17,0.1,189.44017003147584,1052.1172862970793,1124.094071606972,1252.8490168804726,0.071348950266838074,1.377771334021624
DP 0,16.25,0.8,0.8,10,0.1,357.783443473859,1615.4409610894998,1625.1858904888286,1779.6729396741107,0.020010510459542274,1.2609866588434351
DP 0,16.25,0.8,0.8,11.75,0.1,293.9440213234522,1469.3372518846768,1572.7507759464336,1678.071720102703,0.029497679322957993,1.446026421910797
DP 0,16.25,0.8,0.8,13.5,0.1,246.45643809888264,1335.8452525879975,1437.0272380603928,1582.5605527875061,0.0420687310397625,1.4702138770306679
DP 0,16.25,0.8,0.8,15.25,0.1,215.57002244870586,1239.3658058450696,1331.8313362519659,1503.8843980908573,0.054923605173826218,1.5145188779241965
DP 0,16.25,0.8,0.8,17,0.1,191.47091688237336,1130.1324900547461,1132.4501697177898,1350.2430832362952,0.069749519228935242,1.342476952050371
DP 0,20,0.8,0.8,10,0.1,408.71870061773825,1578.0603521905659,1628.3005427113021,1896.23235698264,0.0154359620064497,1.1627428994361515
DP 0,20,0.8,0.8,11.75,0.1,318.72199033439654,1497.5765007963341,1519.74163555742,1793.2160867775867,0.025126509368419647,1.2082982887174631
DP 0,20,0.8,0.8,13.5,0.1,277.61254040446431,1365.0852200892741,1424.6904313676625,1689.1683389614932,0.033219456672668457,1.1792973186446962
DP 0,20,0.8,0.8,15.25,0.1,228.32955375420451,1274.6650273431387,1347.1988872402303,1608.2139840881005,0.048887297511100769,1.2933238713618256
DP 0,20,0.8,0.8,17,0.1,201.43073789788093,1154.1975085068325,1176.7362091609234,1492.6991099408781,0.062886029481887817,1.2774073801848376
DP 0,5,0.4,0.4,10,0.225,115.97632140401777,775.77311238567188,859.56898556269789,1444.6839253308947,0.18564695119857788,5.80990423683764
DP 0,5,0.4,0.4,11.75,0.225,95.715867197865791,708.930304683035,752.18040276655609,1290.1357811670848,0.27310943603515625,6.0585839904602325
DP 0,5,0.4,0.4,13.5,0.225,82.053728744053117,655.11514542140435,662.89386767732231,889.14936892535013,0.37308809161186218,6.3271833761680893
DP 0,5,0.4,0.4,15.25,0.225,72.493664358252062,562.75529338362264,608.43565313488227,624.36923046147217,0.48143446445465088,6.3630525512273461
DP 0,5,0.4,0.4,17,0.225,66.372546547891957,506.15571833691763,561.84492001098033,575.44097095580935,0.57414370775222778,6.2988774764479576
DP 0,8.75,0.4,0.4,10,0.225,149.76427835804861,1093.4036549447351,1131.6056203680453,1456.6505086046634,0.11151859164237976,4.1942765337405072
DP 0,8.75,0.4,0.4,11.75,0.225,109.04626442437322,1002.0699224208636,1016.6450266770139,1377.9181768626536,0.21035289764404297,4.4823283937949876
DP 0,8.75,0.4,0.4,13.5,0.225,94.2256956959582,899.88625626324438,952.98358922718182,1091.1751380110752,0.28276219964027405,4.9147836031705774
DP 0,8.75,0.4,0.4,15.25,0.225,78.269498120419442,805.92646478488518,896.68715180016193,903.25330849827367,0.4106748104095459,5.1660673648910684
DP 0,8.75,0.4,0.4,17,0.225,72.914101760128844,687.28909802974272,759.14684790191393,833.93809309109179,0.47437602281570435,5.0880135527156174
DP 0,12.5,0.4,0.4,10,0.225,187.86951092383552,1238.9566882024506,1274.5071182417337,1420.8664714589192,0.071152299642562866,4.0769086976549911
DP 0,12.5,0.4,0.4,11.75,0.225,133.54608255065426,1120.7136767139234,1197.8107711395676,1385.2867977773622,0.14031265676021576,4.7273483582781637
DP 0,12.5,0.4,0.4,13.5,0.225,93.794997760615246,1010.7353479950261,1126.7434700817917,1241.4932119995597,0.28472456336021423,4.5940418021904925
DP 0,12.5,0.4,0.4,15.25,0.225,102.89082869588987,929.21720303922643,1070.1383747341038,1173.2920592169949,0.23743978142738342,4.8641328403144142
DP 0,12.5,0.4,0.4,17,0.225,78.657713009495936,836.03647043296985,925.58052794449213,998.09149858289459,0.40648332238197327,4.8236420093375481
DP 0,16.25,0.4,0.4,10,0.225,148.19736606511074,1273.1980520119582,1361.3330639340497,1388.2895329257587,0.11388834565877914,3.7381342027282041
DP 0,16.25,0.4,0.4,11.75,0.225,141.97039026545309,1163.5705407085941,1309.387919192229,1343.7999991274125,0.12423586100339888,4.1107083459413039
DP 0,16.25,0.4,0.4,13.5,0.225,110.64465873036725,1059.8036640162702,1236.4960934357357,1238.6498393439963,0.20487019419670105,4.3244419476067462
DP 0,16.25,0.4,0.4,15.25,0.225,85.123689068051618,981.47610272183715,1177.4410702844352,1178.2490803636654,0.34569978713989258,5.0395230608026749
DP 0,16.25,0.4,0.4,17,0.225,76.027284895356374,901.05404240273879,1042.9324867111793,1051.9194997193088,0.4341890811920166,4.6376494429925366
DP 0,20,0.4,0.4,10,0.225,148.93973895461792,1267.20933282193,1313.0120624937351,1464.1808494782431,0.11271967738866806,3.46606992173982
DP 0,20,0.4,0.4,11.75,0.225,162.95473035003127,1172.3702134156636,1305.8830715196918,1385.5078006575818,0.0944155603647232,4.9873160313265235
DP 0,20,0.4,0.4,13.5,0.225,176.03446721442842,1086.649219272648,1282.7542788957214,1317.5340993296072,0.081161551177501678,3.0769408748604725
DP 0,20,0.4,0.4,15.25,0.225,105.98182892910663,1006.369385947594,1216.5205272879,1254.0135374945426,0.22307002544403076,4.1199832271104526
DP 0,20,0.4,0.4,17,0.225,96.821735866372308,938.94002753769007,1089.8696290085502,1183.0531140900694,0.26767808198928833,4.522462268213884
DP 0,5,0.5,0.5,10,0.225,158.6707785698155,833.81435294001642,919.62766019365358,1542.5554514548232,0.099519088864326477,3.8790622956901384
DP 0,5,0.5,0.5,11.75,0.225,131.31410491926434,765.35695770541668,807.31481364021022,1378.0962310548271,0.14570552110671997,4.034313431293838
DP 0,5,0.5,0.5,13.5,0.225,112.4421782825909,708.799100307779,714.00420748439694,980.47582567761879,0.19977308809757233,4.2735181910493711
DP 0,5,0.5,0.5,15.25,0.225,99.355150514163526,624.67221907272267,659.02656217182675,712.37897838827109,0.25793606042861938,4.1795028432715462
DP 0,5,0.5,0.5,17,0.225,90.57749342898488,547.9434551854207,607.744513513189,628.89580076055256,0.31090936064720154,4.03916342422215
DP 0,8.75,0.5,0.5,10,0.225,187.37697033632961,1179.6976569051221,1216.7194394396718,1550.2351992653394,0.07148008793592453,2.8542262336372968
DP 0,8.75,0.5,0.5,11.75,0.225,146.9060399626471,1076.9733718088853,1099.3710414698533,1461.2199889057304,0.11638404428958893,3.3160694425823811
DP 0,8.75,0.5,0.5,13.5,0.225,126.79985991783605,969.38747340955786,1031.9895037039691,1190.1908115901729,0.15691159665584564,3.3204615133696462
DP 0,8.75,0.5,0.5,15.25,0.225,107.14315454685611,866.51665475155426,956.54492070448225,971.660361338384,0.22049182653427124,3.3301890296203589
DP 0,8.75,0.5,0.5,17,0.225,98.432234704014178,756.970554093646,825.47595895849054,901.98239203004334,0.26186844706535339,3.2133113610846662
DP 0,12.5,0.5,0.5,10,0.225,221.10440933900068,1338.6190808903775,1381.4675465659725,1505.3212473747017,0.051528286188840866,2.728647553339115
DP 0,12.5,0.5,0.5,11.75,0.225,165.1430303506248,1209.3638809334923,1299.3018760050943,1464.1342409736467,0.092039123177528381,3.0181459060667861
DP 0,12.5,0.5,0.5,13.5,0.225,129.38146551625778,1091.0730117388489,1223.4378411217335,1302.8208105997933,0.15035448968410492,3.0970065265607674
DP 0,12.5,0.5,0.5,15.25,0.225,125.12562600079048,1001.5224688455227,1160.71299834174,1202.8171349345791,0.16125527024269104,3.1802591912876781
DP 0,12.5,0.5,0.5,17,0.225,103.78889848001747,904.9063680889667,1006.5782806102269,1067.0431447806398,0.23453721404075623,3.2117243726102362
DP 0,16.25,0.5,0.5,10,0.225,200.54295638896545,1381.6928475901393,1443.589699242028,1511.2305472636226,0.062481723725795753,2.6060067522070396
DP 0,16.25,0.5,0.5,11.75,0.225,176.13785586933554,1261.000085099801,1418.7055673836614,1425.3724868570218,0.080979958176612854,3.033054911470551
DP 0,16.25,0.5,0.5,13.5,0.225,142.51810484224228,1147.0473590581646,1296.0626257044833,1345.4318818223537,0.1239691898226738,3.2127980250874146
DP 0,16.25,0.5,0.5,15.25,0.225,114.61397399225856,1063.8073234012813,1231.9373342708418,1281.2888276641909,0.19139000773429871,3.1664934079160476
DP 0,16.25,0.5,0.5,17,0.225,103.58325105297399,972.89977461889021,1078.9184929356484,1117.2512672752036,0.23494721949100494,2.9219002150505884
DP 0,20,0.5,0.5,10,0.225,199.76775850344319,1377.9962888276407,1383.6565904338511,1596.3488717367757,0.062940835952758789,2.1806370433933289
DP 0,20,0.5,0.5,11.75,0.225,196.71959276525504,1272.8898706283587,1370.5901701015589,1510.6433972525485,0.065026439726352692,3.1717021558783878
DP 0,20,0.5,0.5,13.5,0.225,188.23424477081096,1179.2003642706693,1334.3916763388002,1435.7358999993596,0.071135975420475,2.3186530129291816
DP 0,20,0.5,0.5,15.25,0.225,130.71643072511955,1091.1829062596132,1260.3830628559351,1364.8557486717518,0.1471136212348938,2.7511704961932404
DP 0,20,0.5,0.5,17,0.225,116.07094579926465,1014.269609165156,1115.5494882231521,1280.9717567326741,0.1867021918296814,3.0061377765162023
DP 0,5,0.60000000000000009,0.60000000000000009,10,0.225,204.9380013568414,881.55161569061772,968.962358064818,1624.9178785350814,0.059910241514444351,2.6294377808582392
DP 0,5,0.60000000000000009,0.60000000000000009,11.75,0.225,169.38318811936375,812.08295629205861,852.61628031817486,1475.3640543240947,0.087972268462181091,2.8712443568172783
DP 0,5,0.60000000000000009,0.60000000000000009,13.5,0.225,145.13698551121297,753.13662538851065,756.34307084459726,1093.9178810778076,0.12054092437028885,2.9451264373973709
DP 0,5,0.60000000000000009,0.60000000000000009,15.25,0.225,128.29797043497769,669.81870709513851,701.16502381678447,832.87440663276163,0.15542639791965485,2.9833665985131677
DP 0,5,0.60000000000000009,0.60000000000000009,17,0.225,116.48883120458486,585.583051080222,645.55900046292845,713.93959323774766,0.18915487825870514,2.9770396592393191
DP 0,8.75,0.60000000000000009,0.60000000000000009,10,0.225,232.59942800150156,1252.6482691501449,1288.5985543618192,1631.9668256122384,0.046597521752119064,2.15337803522241
DP 0,8.75,0.60000000000000009,0.60000000000000009,11.75,0.225,187.72721615947998,1141.0788103619993,1168.9082670209248,1533.6000694797681,0.071609832346439362,2.3542152545730661
DP 0,8.75,0.60000000000000009,0.60000000000000009,13.5,0.225,161.01046299638756,1028.9064460962209,1098.6227758109833,1313.9250263525257,0.097761549055576324,2.3376865202713222
DP 0,8.75,0.60000000000000009,0.60000000000000009,15.25,0.225,138.17414138733244,926.28519410429078,1034.4083384959606,1056.5684758028931,0.1332324743270874,2.4185711171182045
DP 0,8.75,0.60000000000000009,0.60000000000000009,17,0.225,125.79733444129283,821.37865327812085,903.7744368550234,957.67929385171772,0.16119718551635742,2.4024233952648988
DP 0,12.5,0.60000000000000009,0.60000000000000009,10,0.225,263.09764635334449,1424.4157707916793,1472.8087116585332,1579.9500933875527,0.036552343517541885,2.1393295507197467
DP 0,12.5,0.60000000000000009,0.60000000000000009,11.75,0.225,205.35016176876465,1286.7845017875491,1386.0573115780821,1529.3199030680928,0.059786289930343628,2.525817143665027
DP 0,12.5,0.60000000000000009,0.60000000000000009,13.5,0.225,165.02195835257893,1159.6149603043502,1305.1946919078325,1361.7087180335789,0.092864789068698883,2.175363076500513
DP 0,12.5,0.60000000000000009,0.60000000000000009,15.25,0.225,152.24554715319888,1063.6984817884243,1237.4371152442957,1243.8297717616924,0.10941515862941742,2.2836201861165235
DP 0,12.5,0.60000000000000009,0.60000000000000009,17,0.225,131.15190999830196,963.32841061736815,1088.2523587716967,1096.857767197909,0.14755700528621674,2.3307052831463735
DP 0,16.25,0.60000000000000009,0.60000000000000009,10,0.225,252.87090301156314,1472.9942383720067,1510.2449992811671,1615.3507144893072,0.039509829133749008,1.9008619509480935
DP 0,16.25,0.60000000000000009,0.60000000000000009,11.75,0.225,213.74645810380034,1342.7172485721737,1479.2576979391581,1523.8136339969788,0.0552084855735302,2.0608121375338437
DP 0,16.25,0.60000000000000009,0.60000000000000009,13.5,0.225,176.68469311652035,1219.6178829249561,1348.8707950910839,1437.6945275483693,0.081047564744949341,2.1480701960710378
DP 0,16.25,0.60000000000000009,0.60000000000000009,15.25,0.225,147.73171533185985,1130.465682559445,1260.285896558775,1368.0286774312115,0.11579849570989609,2.4537008300062464
DP 0,16.25,0.60000000000000009,0.60000000000000009,17,0.225,132.15640177025102,1033.00746803447,1097.9400065280597,1171.301094434629,0.14509923756122589,2.2690146351171849
DP 0,20,0.60000000000000009,0.60000000000000009,10,0.225,256.72600574993919,1447.725970392836,1473.315636422715,1710.5035977190041,0.038334764540195465,1.6436641265841265
DP 0,20,0.60000000000000009,0.60000000000000009,11.75,0.225,229.04429187328066,1359.8115765414057,1425.370782056943,1618.9232595083936,0.0481068380177021,1.966064836323739
DP 0,20,0.60000000000000009,0.60000000000000009,13.5,0.225,214.2490818232325,1256.8469205725812,1383.648795387667,1536.5222686296345,0.055057913064956665,1.7909546162265562
DP 0,20,0.60000000000000009,0.60000000000000009,15.25,0.225,159.98412723415461,1163.5094409990484,1294.0419977704832,1460.1121411895176,0.0986153781414032,2.1623830410454463
DP 0,20,0.60000000000000009,0.60000000000000009,17,0.225,144.24726853657486,1076.8320147959837,1130.8246457387238,1362.9618738802085,0.12146472930908203,2.0461524674680747
DP 0,5,0.70000000000000007,0.70000000000000007,10,0.225,253.29639416463303,925.1115986417251,1013.1484396321852,1698.1666027512626,0.039433568716049194,1.9270983075063344
DP 0,5,0.70000000000000007,0.70000000000000007,11.75,0.225,209.83858884250361,852.787667284957,891.55354958518774,1570.8462543180203,0.057605870068073273,2.1859998302363111
DP 0,5,0.70000000000000007,0.70000000000000007,13.5,0.225,179.72128499990293,793.07609973273293,793.74181852302058,1220.8322991186055,0.078988745808601379,2.2390344534532503
DP 0,5,0.70000000000000007,0.70000000000000007,15.25,0.225,159.00568143825575,705.52201512250872,738.29674107546975,952.64555321587147,0.10168466717004776,2.2304893290313372
DP 0,5,0.70000000000000007,0.70000000000000007,17,0.225,143.8493410192049,617.488031636601,679.71063850164239,813.94294505337041,0.12465367466211319,2.0640477791869416
DP 0,8.75,0.70000000000000007,0.70000000000000007,10,0.225,281.27272979831889,1315.8773315163273,1349.9684215686127,1704.5366644883425,0.032043479382991791,1.6513628618475689
DP 0,8.75,0.70000000000000007,0.70000000000000007,11.75,0.225,230.64718602294977,1195.0152988146488,1229.3294952408537,1598.5793184967397,0.047695640474557877,1.7311740169990184
DP 0,8.75,0.70000000000000007,0.70000000000000007,13.5,0.225,197.27752862311317,1077.93704812282,1156.0727637475316,1403.5242779943706,0.065499946475028992,1.8143409877917234
DP 0,8.75,0.70000000000000007,0.70000000000000007,15.25,0.225,170.84674274204104,975.701882648051,1089.0382048824258,1165.527855719218,0.087599098682403564,1.906017398920405
DP 0,8.75,0.70000000000000007,0.70000000000000007,17,0.225,154.55528077998983,870.20760246613543,1005.2984592852952,1006.8893445833369,0.10727633535861969,1.8249758327069654
DP 0,12.5,0.70000000000000007,0.70000000000000007,10,0.225,307.79647592963624,1497.4805007629261,1552.1943368164877,1645.6279009220236,0.026851490139961243,1.5407994781847798
DP 0,12.5,0.70000000000000007,0.70000000000000007,11.75,0.225,245.00843028123822,1348.6420509199725,1459.5253789089259,1584.9011939820894,0.042196158319711685,1.7088426460632664
DP 0,12.5,0.70000000000000007,0.70000000000000007,13.5,0.225,204.03335039800552,1218.5814751184957,1376.4747552037093,1414.2313066629511,0.061096921563148505,1.6023036377352267
DP 0,12.5,0.70000000000000007,0.70000000000000007,15.25,0.225,183.46323179155729,1117.2960443655279,1279.7698872043206,1303.3769920100333,0.075738310813903809,1.7865466006687543
DP 0,12.5,0.70000000000000007,0.70000000000000007,17,0.225,160.78304289162875,1014.4389451176125,1110.5470598919992,1191.0948073006352,0.098627805709838867,1.7074901568109959
DP 0,16.25,0.70000000000000007,0.70000000000000007,10,0.225,306.29714843561504,1554.674451849158,1574.8254524070157,1708.0144543704134,0.027105048298835754,1.4063932362412837
DP 0,16.25,0.70000000000000007,0.70000000000000007,11.75,0.225,255.87074054449792,1416.6809083750209,1537.3967745602683,1611.374821841986,0.038707058876752853,1.6650675708836129
DP 0,16.25,0.70000000000000007,0.70000000000000007,13.5,0.225,211.76764783681298,1286.7982483278076,1403.8668918324126,1519.3324948164873,0.056652553379535675,1.5732796198520742
DP 0,16.25,0.70000000000000007,0.70000000000000007,15.25,0.225,181.98731417186636,1189.666052554893,1292.5943874218171,1443.1694007357773,0.076689578592777252,1.6949353466815489
DP 0,16.25,0.70000000000000007,0.70000000000000007,17,0.225,162.21160348941325,1086.6237332513986,1116.3270857904381,1261.0477163811895,0.096756815910339355,1.6733066838538555
DP 0,20,0.70000000000000007,0.70000000000000007,10,0.225,314.48680324044153,1507.9699354762608,1557.5597745695245,1811.5610852685113,0.025723546743392944,1.3153075915966685
DP 0,20,0.70000000000000007,0.70000000000000007,11.75,0.225,272.1050202947672,1434.7333082247906,1474.156496314245,1713.2994028743283,0.034257326275110245,1.4687438865178757
